0.139
0.604
1.045
1.509
1.904
2.322
2.740
3.135
3.553
4.017
4.481
4.923
5.364
5.805
6.223
6.664
7.105
7.546
7.964
8.406
8.824
9.242
9.706
10.170
10.612
11.053
11.494
11.912
12.330
12.725
13.142
13.607
14.048
14.466
14.884
15.302
15.743
16.184
16.602
17.020
17.438
17.833
18.228
18.622
19.064
19.551
20.039
20.526
20.991
21.455
21.896
22.361
22.802
23.266
23.731
24.218
24.706
25.170
25.658
26.122
26.564
27.005
27.446
27.887
28.328
28.770
29.211
29.629
30.116
30.604
31.092
31.556
31.974
